precision,recall,f1,kappa
0.5,0.264,0.34554973821989526,0.0
0.5,0.3433333333333333,0.40711462450592883,0.0
0.5,0.44866666666666666,0.4729444834855938,0.0
0.5,0.4051111111111111,0.4475816351583599,0.0
0.5,0.368,0.423963133640553,0.0
0.5,0.4008333333333333,0.44495837187789083,0.0
0.5,0.366,0.4226327944572748,0.0
0.51266143824516,0.5071666666666667,0.3670434160648933,0.010316698656430034
0.5,0.442,0.4692144373673036,0.0
0.5266328461661536,0.5296666666666666,0.41954199162687233,0.036995981709851744
0.5,0.4265555555555556,0.46036695047367787,0.0
0.5,0.3863333333333333,0.43587814968033095,0.0
0.5,0.4483333333333333,0.4727592267135325,0.0
0.5,0.48933333333333334,0.4946091644204852,0.0
0.5,0.2623333333333333,0.3441189331001312,0.0
0.5447889578395448,0.5525555555555556,0.4495840290957628,0.06719704503480606
0.5,0.39066666666666666,0.43862275449101795,0.0
0.5,0.42341666666666666,0.45853262340943957,0.0
0.5,0.22055555555555556,0.3060909791827294,0.0
0.5,0.3963333333333333,0.44217181108218667,0.0
0.5,0.42333333333333334,0.4584837545126354,0.0
0.5,0.4435,0.47005829358770534,0.0
0.5,0.31477777777777777,0.3863357425337515,0.0
0.5,0.38455555555555554,0.43474437884687855,0.0
0.5,0.478,0.4887525562372188,0.0
0.5,0.4086666666666667,0.44974321349963314,0.0
0.5197266567894658,0.5175555555555555,0.3680714160530335,0.020439844760672732
0.5,0.36325,0.42079351288734435,0.0
0.5,0.4385833333333333,0.4672822516203498,0.0
0.5,0.35833333333333334,0.4174757281553398,0.0
0.5,0.4145,0.45325314379442316,0.0
0.5,0.4185,0.4556341861731083,0.0
0.5,0.33144444444444443,0.39863691033008153,0.0
0.5,0.4538888888888889,0.47582993593476997,0.0
0.5,0.401,0.4450610432852386,0.0
0.5,0.427,0.46062567421790723,0.0
0.5,0.43444444444444447,0.464922711058264,0.0
0.5,0.37322222222222223,0.4274080671841201,0.0
0.5,0.39066666666666666,0.43862275449101795,0.0
0.5586671246468673,0.5499999999999999,0.3857772340793604,0.05767751858497816
0.5,0.3299166666666667,0.3975298724771563,0.0
0.5,0.36991666666666667,0.4252323019446307,0.0
0.5848530704438486,0.568554476806904,0.5303222703161029,0.1294546506405
0.5,0.38858333333333334,0.43730657413485885,0.0
0.5,0.3632222222222222,0.4207748745012228,0.0
0.4815904839984487,0.4925,0.32360648604759235,-0.01053001053001057
0.5,0.39566666666666667,0.44175660588016374,0.0
0.5,0.4305555555555556,0.4626865671641791,0.0
0.5,0.386,0.435665914221219,0.0
0.5,0.44733333333333336,0.4722026741731175,0.0
0.5,0.42233333333333334,0.45789663895916155,0.0
0.5,0.317,0.3880048959608323,0.0
0.5,0.42277777777777775,0.45815773630343165,0.0
0.5,0.30675,0.38022931515339325,0.0
0.5,0.38075,0.43230201532784557,0.0
0.5,0.3927777777777778,0.4399502177971375,0.0
0.5,0.3438888888888889,0.4075049374588545,0.0
0.5,0.34644444444444444,0.4092937778944605,0.0
0.5,0.2738888888888889,0.3539124192390524,0.0
0.5,0.42033333333333334,0.4567185802245563,0.0
