precision,recall,f1,kappa
0.5,0.21488888888888888,0.3005906123717749,0.0
0.5,0.3546666666666667,0.41497659906396256,0.0
0.5,0.4523333333333333,0.47497374868743436,0.0
0.5,0.37844444444444447,0.43081204148747787,0.0
0.5,0.375,0.42857142857142855,0.0
0.5,0.42633333333333334,0.4602374955019791,0.0
0.5,0.36716666666666664,0.42340957140111474,0.0
0.5278846153846154,0.5145,0.3652777777777778,0.020714285714285685
0.5,0.4555,0.47671376242804814,0.0
0.5067008704363012,0.5073333333333333,0.3987832119976299,0.009078404401650642
0.5,0.43044444444444446,0.46262240267494625,0.0
0.5,0.374,0.4279176201372998,0.0
0.5,0.42833333333333334,0.4614003590664273,0.0
0.5,0.479,0.48927477017364657,0.0
0.5,0.332,0.39903846153846156,0.0
0.522621267064118,0.5235555555555556,0.4005131980453663,0.028633171258779067
0.5,0.4063333333333333,0.44832659065833025,0.0
0.5,0.41591666666666666,0.45409880811573106,0.0
0.5,0.3277777777777778,0.3959731543624161,0.0
0.5,0.4235,0.4585814834867352,0.0
0.5,0.4335,0.46438136047134443,0.0
0.5,0.44966666666666666,0.4734994734994735,0.0
0.5,0.3377777777777778,0.40318302387267907,0.0
0.5,0.41355555555555557,0.45268791048406715,0.0
0.5,0.4003333333333333,0.4446501295816364,0.0
0.5,0.32266666666666666,0.39222042139384117,0.0
0.4472124815725763,0.44322222222222224,0.34690566601456396,-0.06981828118595446
0.5,0.2504166666666667,0.3337034980566352,0.0
0.5,0.40258333333333335,0.4460345305142646,0.0
0.5,0.2431111111111111,0.32715311004784686,0.0
0.5,0.37316666666666665,0.42737163580836035,0.0
0.5,0.36083333333333334,0.4191674733785092,0.0
0.5,0.26766666666666666,0.34867564046895355,0.0
0.5,0.3668888888888889,0.4232248141502179,0.0
0.5,0.2658888888888889,0.34716378935151604,0.0
0.5,0.347,0.40968122786304606,0.0
0.5,0.44222222222222224,0.4693396226415094,0.0
0.5,0.3233333333333333,0.39271255060728744,0.0
0.5,0.3678888888888889,0.42388938676225835,0.0
0.5463955475308877,0.5438888888888889,0.39793773248944575,0.051857686753314924
0.5,0.38216666666666665,0.4332136784432269,0.0
0.5,0.3929166666666667,0.4400373308446104,0.0
0.5395795652097565,0.5259352750809062,0.4623553145349347,0.048269935792673246
0.5,0.39158333333333334,0.4391999252266567,0.0
0.5,0.35633333333333334,0.41611521992993383,0.0
0.5124684133528394,0.5046666666666666,0.3287617663373449,0.006520726595249271
0.5,0.4215,0.45740640260444926,0.0
0.5,0.41388888888888886,0.45288753799392095,0.0
0.5,0.43977777777777777,0.4679593284464412,0.0
0.5,0.4723333333333333,0.48577305450805625,0.0
0.5,0.458,0.4780793319415449,0.0
0.5,0.37755555555555553,0.430235502658901,0.0
0.5,0.45155555555555554,0.4745446053246147,0.0
0.5,0.3395,0.4044073853484217,0.0
0.5,0.39758333333333334,0.4429486584346857,0.0
0.5,0.40455555555555556,0.4472423535192237,0.0
0.5,0.38666666666666666,0.43609022556390975,0.0
0.5,0.3998888888888889,0.4443758488702309,0.0
0.5,0.36822222222222223,0.4241105707704121,0.0
0.5,0.22683333333333333,0.312084384315524,0.0
